     i,      c,     ev,    dom,    knn,    lrg,   mean,    med,    reg, 
   25.,    4.0,   0.61, -0.061, -0.068, -0.093, -0.076, -0.089, -0.075, 
   68.,    2.0,   0.16,  0.060,   0.12,  0.098,   0.19,   0.15,  0.034, 
   44.,    3.0,   0.33, -0.096,  -0.13, -0.039,  0.011, -0.026, -0.068, 
   2.0,    1.0,   0.81,   0.12, -0.013,  0.073,  -0.54,  -0.58, -0.094, 
   17.,    5.0,   0.35,  0.033,  0.016,  0.061, -0.033, -0.064,  -0.13, 
   68.,    4.0,   0.50, -0.069,  -0.17,  -0.24,  0.037,  0.023, -0.065, 
   0.0,    5.0,   0.75,   0.25,  -0.19, -0.051,  -0.44,  -0.47,  -0.41, 
   92.,    4.0,   0.29,   0.26,   0.30,   0.20,   0.25,   0.23,   0.27, 
   13.,    0.0,   0.20,  0.089,  0.020,  0.063,  0.035, -0.0070,  0.090, 
   7.0,    0.0,   0.65,  -0.23,  -0.14,  0.027,  -0.42,  -0.46,  -0.18, 
   49.,    0.0,   0.26, -0.087,  -0.12,  -0.27, -0.031, -0.073, -0.082, 
   14.,    1.0,   0.32, -0.073,   0.16, -0.021, -0.042, -0.085, -0.043, 
   91.,    5.0,   0.21,  0.065,   0.12,   0.12,   0.10,  0.072,  0.042, 
   7.0,    2.0,   0.52,  0.012,  0.012, 0.0021,  -0.18,  -0.21,  0.017, 
   35.,    4.0,   0.61,  -0.10, -0.054,  -0.13, -0.075, -0.088, -0.041, 
   33.,    0.0,   0.13,  0.083,   0.18,   0.18,   0.10,  0.061,   0.15, 
   80.,    2.0,   0.31, -0.048,  0.089,   0.13,  0.034, -0.0060, -0.070, 
   76.,    5.0,   0.33, -0.059, -0.0070, -0.072, -0.017, -0.048, -0.078, 
   17.,    1.0,   0.40,  -0.24, -0.044,  -0.25,  -0.13,  -0.17,  -0.35, 
   12.,    0.0,   0.38,  0.045, -0.074,  -0.18,  -0.15,  -0.19, -0.00052, 
   65.,    3.0,   0.29, -0.084, -0.087, -0.079,  0.047,  0.011, -0.098, 
   24.,    1.0,   0.35,  -0.16,  0.024, -0.077, -0.074,  -0.12,  0.021, 
   95.,    3.0,   0.19,   0.12, -0.016,  0.034,   0.15,   0.11,   0.10, 
   29.,    2.0,   0.47,  -0.11,  -0.20,  -0.20,  -0.13,  -0.17,  -0.12, 
   93.,    2.0,   0.17,  0.087,  0.074,  0.071,   0.17,   0.14,  0.067, 
   81.,    3.0,   0.25,  0.069, -0.038, -0.0022,  0.091,  0.055,  0.035, 
   57.,    2.0,   0.42, -0.095,  -0.11, -0.098, -0.081,  -0.12, -0.086, 
   9.0,    0.0,   0.51, -0.057,  -0.21, -0.082,  -0.28,  -0.32,  -0.11, 
   49.,    0.0,   0.26, -0.087,  -0.12,  -0.27, -0.031, -0.073, -0.082, 
   79.,    2.0,   0.15,   0.15, -0.013,  0.067,   0.19,   0.16,  0.065, 
   60.,    3.0,   0.26, -0.072, -0.093, -0.011,  0.079,  0.043, -0.070, 
   18.,    0.0,   0.30,   0.12,  -0.15,  -0.19, -0.071,  -0.11, -0.017, 
   7.0,    3.0,   0.55, -0.056, -0.023,  0.036,  -0.22,  -0.25, -0.055, 
   75.,    2.0,   0.25,  0.013, -0.074, -0.054,  0.095,  0.061, -0.00032, 
   24.,    1.0,   0.35,  -0.16,  0.024, -0.077, -0.074,  -0.12,  0.021, 
   53.,    2.0,   0.28,  0.055, -0.0070,  0.016,  0.059,  0.025, -0.037, 
   39.,    1.0,   0.19,   0.14, -0.055,  -0.16,  0.087,  0.052,  0.093, 
   55.,    2.0,   0.27,  0.057,  0.074,  0.036,  0.072,  0.038,  0.035, 
   71.,    3.0,   0.27, -0.0055,  0.031, -0.036,  0.067,  0.031,  0.027, 
   47.,    0.0,    0.0,   0.18,   0.10,   0.22,   0.23,   0.19,   0.19, 
   8.0,    3.0,   0.43,  0.083,   0.12, -0.0095, -0.095,  -0.13,  0.038, 
   3.0,    3.0,   0.68,   0.13,  0.061,  0.027,  -0.34,  -0.38, -0.055, 
   57.,    1.0,    0.0,   0.16,   0.16,   0.14,   0.28,   0.24,   0.17, 
   28.,    4.0,   0.54, 0.0065,  0.068,   0.15, -0.0073, -0.021, 0.0018, 
   29.,    3.0,   0.34,  0.074,   0.18,   0.13, -0.0088, -0.046,   0.11, 
   41.,    2.0,   0.17,   0.13, -0.016,  0.022,   0.18,   0.14,  0.043, 
   52.,    5.0,   0.31, 0.0035, 0.0090, -0.038, 0.0047, -0.027,  0.065, 
   4.0,    2.0,   0.51,   0.28,   0.15, -0.021,  -0.17,  -0.21,  0.037, 
   16.,    2.0,   0.44,  0.075,  0.056,  0.052, -0.098,  -0.14,  0.030, 
   10.,    2.0,   0.51,  0.074,  0.018, 0.0097,  -0.17,  -0.21,  0.084, 
   3.0,    5.0,   0.56,   0.28,   0.11, -0.083,  -0.24,  -0.27, -0.065, 
   75.,    3.0,   0.23, -0.0050, -0.075, -0.028,   0.11,  0.073,  0.023, 
   46.,    1.0,   0.27,  0.074,  -0.17,  -0.28, 0.0083, -0.035,  0.020, 
   16.,    0.0,   0.39,  -0.21, -0.099, -0.020,  -0.16,  -0.20,  -0.11, 
   72.,    3.0,   0.20,  0.023, -0.047,  0.082,   0.14,   0.10,  0.045, 
   9.0,    3.0,   0.53,  0.011,  0.088,  0.066,  -0.19,  -0.23, -0.020, 
   1.0,    1.0,   0.83,  -0.39, -0.034,  -0.12,  -0.56,  -0.60,  -0.37, 
   20.,    5.0,   0.29,  0.067, 0.0040, -0.019,  0.025, -0.0070,   0.13, 
   20.,    4.0,   0.73,  -0.11,  0.075,   0.15,  -0.20,  -0.21,  -0.16, 
   99.,    0.0,    0.0,   0.18,    0.0,   0.12,   0.23,   0.19,  0.063, 
   30.,    3.0,   0.41, 0.0035, -0.011, -0.044, -0.070,  -0.11,  0.079, 
   10.,    0.0,   0.49,  -0.19,  -0.49,  -0.27,  -0.26,  -0.30,  -0.11, 
   65.,    5.0,   0.28, 0.0070, -0.030, -0.028,  0.034, 0.0040, 0.0028, 
   23.,    0.0,   0.20, -0.027,   0.11,  0.059,  0.028, -0.014, -0.034, 
   40.,    3.0,   0.29,   0.11,   0.11,  0.046,  0.049,  0.013,  0.091, 
   96.,    0.0,    0.0,   0.26,   0.18,   0.15,   0.23,   0.19,  0.063, 
   41.,    1.0,   0.54,  -0.29,  -0.33,  -0.17,  -0.27,  -0.31,  -0.43, 
   34.,    2.0,   0.26,  0.092,   0.14,   0.17,  0.085,  0.051,  0.056, 
   5.0,    2.0,   0.57, -0.036, -0.087, -0.036,  -0.23,  -0.27,  -0.12, 
   26.,    1.0,   0.32,  -0.15,  0.043,  0.072, -0.045, -0.088,  0.023, 
   33.,    1.0,   0.34, -0.089, -0.092,  -0.10, -0.067,  -0.11,  -0.15, 
   23.,    2.0,   0.39,  0.015,  0.018, -0.011, -0.046, -0.085,  0.032, 
   76.,    1.0,  0.094,   0.15,  0.039,   0.13,   0.18,   0.15,   0.15, 
   95.,    0.0,    0.0,   0.18,    0.0,  0.047,   0.23,   0.19,  0.063, 
   28.,    2.0,   0.36,  0.030, -0.014, -0.042, -0.016, -0.055, 0.0068, 
   97.,    5.0,   0.21,  0.048,  0.083,  0.060,   0.11,  0.079,  0.047, 
   16.,    4.0,   0.70, -0.079, -0.033,  -0.18,  -0.17,  -0.18,  -0.11, 
   1.0,    1.0,   0.83,  -0.39, -0.034,  -0.12,  -0.56,  -0.60,  -0.37, 
   9.0,    4.0,   0.73,  -0.10, -0.098,  -0.11,  -0.19,  -0.20, -0.090, 
   71.,    5.0,   0.22,  0.055,   0.11,  0.075,  0.099,  0.068,  0.057, 
   56.,    5.0,   0.27,  0.019, -0.021, 0.0064,  0.047,  0.017,  0.054, 
   42.,    5.0,   0.26,  0.050, -0.0020,  0.011,  0.057,  0.027,  0.046, 
   59.,    5.0,   0.22,  0.058,   0.10,  0.065,  0.096,  0.065,  0.047, 
   69.,    4.0,   0.57,  -0.20, -0.045,  -0.11, -0.035, -0.048, -0.075, 
   48.,    4.0,   0.52,  -0.11,  -0.22,  -0.11,  0.015, 0.0010, -0.044, 
   99.,    1.0,    0.0,   0.16,    0.0,   0.10,   0.28,   0.24,  0.067, 
   68.,    2.0,   0.16,  0.060,   0.12,  0.098,   0.19,   0.15,  0.034, 
   33.,    4.0,   0.46,  0.039,   0.16,  0.044,  0.077,  0.062,  0.093, 
   0.0,    1.0,    1.0, -0.034,  -0.21,   0.63,  -0.73,  -0.77,  0.029, 
   7.0,    2.0,   0.52,  0.012,  0.012, 0.0021,  -0.18,  -0.21,  0.017, 
   13.,    4.0,   0.65,  -0.10,  0.066,  0.043,  -0.11,  -0.13, 0.0074, 
   48.,    0.0,   0.14,  0.040,   0.22,   0.13,  0.094,  0.051,  0.084, 
   19.,    1.0,   0.29,  0.033,  0.053, -0.012, -0.021, -0.064,  0.047, 
   88.,    1.0,   0.14,  0.065,  0.047,  0.082,   0.13,  0.099,  0.059, 
   38.,    3.0,   0.36, -0.0070, -0.038, 0.0087, -0.027, -0.064,  0.014, 
   42.,    5.0,   0.26,  0.050, -0.0020,  0.011,  0.057,  0.027,  0.046, 
   29.,    4.0,   0.65, -0.027,   0.15,  0.032,  -0.12,  -0.13, -0.043, 
   72.,    5.0,   0.30, -0.032, -0.012, -0.012,  0.021, -0.011, -0.062, 
   72.,    3.0,   0.20,  0.023, -0.047,  0.082,   0.14,   0.10,  0.045, 
   85.,    3.0,   0.31, -0.092, -0.0080,  0.019,  0.030, -0.0080, -0.034, 
   32.,    5.0,   0.39, -0.030,  -0.17,  -0.17, -0.073,  -0.10, -0.091, 
   85.,    2.0,   0.27,  0.028,   0.15,  0.053,  0.071,  0.037,  0.046, 
   39.,    2.0,   0.27,  0.057, -0.068,  0.055,  0.072,  0.038,  0.059, 
   47.,    5.0,   0.28,  0.026, -0.081, -0.039,  0.039, 0.0090,  0.022, 
   32.,    3.0,   0.44, -0.041,  -0.15,  -0.24,  -0.11,  -0.14,  -0.14, 
   24.,    5.0,   0.24,   0.11, -0.0070,  0.019,  0.072,  0.042,  0.088, 
   80.,    0.0,   0.17,  -0.17, -0.046,  0.037,  0.058,  0.015,  -0.11, 
   7.0,    4.0,   0.69,  0.019,  0.036, -0.087,  -0.16,  -0.17, -0.060, 
   89.,    4.0,   0.46, -0.046,  0.022,  0.062,  0.081,  0.066,  0.020, 
   29.,    0.0,   0.30,  -0.13,  -0.14,  -0.18, -0.071,  -0.11,  -0.14, 
   91.,    3.0,   0.24, -0.025,  0.067,  0.018,  0.097,  0.061,  0.014, 
   28.,    4.0,   0.54, 0.0065,  0.068,   0.15, -0.0073, -0.021, 0.0018, 
   82.,    4.0,   0.53,  -0.17,  0.045,  0.012,  0.011, -0.0030, -0.052, 
   19.,    1.0,   0.29,  0.033,  0.053, -0.012, -0.021, -0.064,  0.047, 
   15.,    1.0,   0.34,  0.074,   0.16,   0.11, -0.064,  -0.11,  0.039, 
   40.,    5.0,   0.37, -0.081,  -0.15,  -0.17, -0.053, -0.084, -0.083, 
   53.,    4.0,   0.52,  -0.10, -0.020,  0.017,  0.022, 0.0080, -0.011, 
   48.,    5.0,   0.32, -0.042,  -0.10, -0.075, -0.0054, -0.037, -0.039, 
   89.,    1.0,   0.19, -0.029, -0.047,  0.050,  0.087,  0.052, 0.0022, 
   56.,    1.0,   0.20,  0.043,  0.010, -0.045,  0.075,  0.040,  0.092, 
   26.,    5.0,   0.23,   0.10,   0.22,   0.14,  0.083,  0.053,   0.13, 
   30.,    1.0,   0.15, 0.0095,  0.072,  0.099,   0.13,  0.091,  0.070, 
   23.,    5.0,   0.30,  0.014, -0.0040, -0.011,  0.021, -0.011,  0.064, 
   78.,    0.0,   0.25, -0.075,  0.082,  0.030, -0.015, -0.057, -0.012, 
   78.,    0.0,   0.25, -0.075,  0.082,  0.030, -0.015, -0.057, -0.012, 
   37.,    5.0,   0.26,  0.025, -0.070,  0.080,  0.058,  0.028,  0.023, 
   44.,    4.0,   0.52, -0.039, 0.0070, -0.026,  0.019, 0.0050, -0.028, 
   95.,    4.0,   0.55,  -0.17, 0.0040,  -0.11, -0.012, -0.026, -0.038, 
   5.0,    1.0,   0.89,  0.029, -0.022,  -0.18,  -0.62,  -0.65,  -0.33, 
   73.,    3.0,   0.27,  -0.11, -0.0090, -0.030,  0.070,  0.034,  -0.13, 
   62.,    3.0,   0.34,  -0.12,  -0.11, -0.096, -0.0058, -0.043, -0.086, 
   27.,    4.0,   0.58, -0.042,  0.037, -0.032, -0.046, -0.059,  0.044, 
   29.,    5.0,   0.26,  0.050, -0.025,  0.016,  0.055,  0.025,  0.055, 
   37.,    2.0,   0.28,  0.070, -0.096, -0.013,  0.063,  0.029,  0.016, 
   27.,    1.0,   0.22, -0.015, -0.072,  0.017,  0.054,  0.019, -0.0036, 
   87.,    0.0,    0.0,  0.095,   0.16,   0.12,   0.23,   0.19,   0.19, 
   2.0,    4.0,   0.61,   0.29,  0.066,  0.044, -0.079, -0.092,  0.070, 
   52.,    5.0,   0.31, 0.0035, 0.0090, -0.038, 0.0047, -0.027,  0.065, 
   17.,    2.0,   0.47,  0.060,  0.093,  0.017,  -0.13,  -0.16,  0.081, 
   97.,    1.0,    0.0,   0.16,   0.32,   0.32,   0.28,   0.24,  0.067, 
   9.0,    2.0,   0.53, -0.00050, -0.018, -0.011,  -0.19,  -0.23, -0.016, 
   91.,    1.0,  0.077,  0.082,   0.20,   0.17,   0.20,   0.16,   0.23, 
   20.,    1.0,   0.14,   0.24,   0.20,   0.24,   0.13,  0.099,   0.23, 
   43.,    4.0,   0.66,  -0.25,  -0.22,  -0.20,  -0.12,  -0.14,  -0.15, 
   85.,    0.0,   0.15, -0.054, -0.058, -0.094,  0.084,  0.041, -0.086, 
   32.,    2.0,   0.30,   0.22,  0.084,  0.020,  0.040, 0.0060,   0.13, 
   46.,    3.0,   0.22,  0.082,  0.051,   0.10,   0.11,  0.077,  0.026, 
   60.,    1.0,   0.27, -0.064, -0.021, 0.0047, 0.00025, -0.043, -0.034, 
   76.,    2.0,   0.26, 0.0035, 0.0050, -0.026,  0.086,  0.052, -0.0014, 
   92.,    4.0,   0.29,   0.26,   0.30,   0.20,   0.25,   0.23,   0.27, 
   38.,    3.0,   0.36, -0.0070, -0.038, 0.0087, -0.027, -0.064,  0.014, 
   38.,    0.0,   0.17,  0.010, -0.075, -0.058,  0.067,  0.024, -0.0011, 
   55.,    1.0,   0.24, -0.081,  -0.24,  -0.22,  0.035, -0.0090,  -0.13, 
   25.,    2.0,   0.34,  0.044,  0.058,  0.015, -0.0015, -0.041,  0.012, 
   20.,    3.0,   0.53,  -0.12,  -0.18,  -0.17,  -0.19,  -0.23,  -0.13, 
   47.,    2.0,   0.35, 0.00050, -0.079, -0.081, -0.0076, -0.047, -0.025, 
   55.,    3.0,   0.29, -0.064, -0.035,  -0.11,  0.044, 0.0080, -0.023, 
   92.,    0.0,    0.0,   0.18,    0.0,  0.046,   0.23,   0.19,  0.063, 
   16.,    0.0,   0.39,  -0.21, -0.099, -0.020,  -0.16,  -0.20,  -0.11, 
   97.,    2.0,   0.34, -0.082, -0.048, -0.078, -0.00051, -0.040, -0.093, 
   12.,    1.0,   0.50, -0.059,  -0.16,  -0.15,  -0.23,  -0.27, -0.073, 
   41.,    3.0,   0.18, -0.020, 0.0060,  0.098,   0.15,   0.12, -0.0097, 
   8.0,    0.0,   0.61, -0.028,   0.18, -0.048,  -0.39,  -0.42, -0.0099, 
   78.,    2.0,   0.18,   0.11, -0.042,  0.017,   0.16,   0.13,  0.046, 
   81.,    5.0,   0.35, -0.066, -0.094, -0.088, -0.030, -0.061, -0.086, 
   68.,    0.0,   0.18, -0.0055,    0.0, -0.038,  0.050, 0.0080,  0.087, 
   96.,    5.0,   0.39,  -0.12,  -0.20,  -0.22, -0.070,  -0.10, -0.099, 
   57.,    3.0,   0.33,  0.029, -0.075, -0.022, 0.0063, -0.031,  0.082, 
   61.,    0.0,   0.32,  -0.15, 0.0050, -0.031, -0.093,  -0.13, -0.064, 
   58.,    3.0,   0.19,  0.038,   0.13,   0.11,   0.14,   0.11,  0.084, 
   92.,    3.0,   0.34,  0.059, -0.048, -0.049, -0.0068, -0.044,  0.028, 
   72.,    4.0,   0.52,  -0.11, -0.072, -0.065,  0.014,    0.0, -0.042, 
   6.0,    5.0,    1.0,  -0.56,  -0.62,  -0.46,  -0.69,  -0.72,  -0.57, 
   63.,    1.0,    0.0,  0.058,    0.0, -0.0042,   0.28,   0.24,   0.19, 
   0.0,    4.0,    1.0,  -0.19,  -0.39, -0.063,  -0.47,  -0.48,  -0.13, 
   59.,    3.0,   0.26, -0.027, -0.030, -0.055,  0.079,  0.043,  0.019, 
   35.,    1.0,   0.16, -0.0045,  -0.16,  -0.11,   0.11,  0.077, -0.0099, 
   11.,    0.0,   0.30, -0.0025,   0.21,  0.064, -0.071,  -0.11,  0.058, 
   46.,    4.0,   0.52, -0.039,  -0.22,  -0.24,  0.019, 0.0050, -0.033, 
   9.0,    3.0,   0.53,  0.011,  0.088,  0.066,  -0.19,  -0.23, -0.020, 
   92.,    4.0,   0.29,   0.26,   0.30,   0.20,   0.25,   0.23,   0.27, 
   33.,    2.0,   0.37,  0.032,  0.016,  0.094, -0.029, -0.068,  0.030, 
   58.,    1.0,   0.21, -0.038, -0.010,  0.014,  0.065,  0.030,  0.065, 
   45.,    1.0,   0.34,  -0.19,  -0.34,  -0.21, -0.071,  -0.11, -0.098, 
   46.,    2.0,   0.25,  0.043, -0.011,  0.017,  0.095,  0.061, -0.0030, 
   39.,    0.0,   0.22,  0.028, -0.048, -0.046, 0.0090, -0.033, -0.043, 
   22.,    5.0,   0.26,  0.081,  0.036, 0.0032,  0.061,  0.031,   0.11, 
   55.,    1.0,   0.24, -0.081,  -0.24,  -0.22,  0.035, -0.0090,  -0.13, 
   56.,    1.0,   0.20,  0.043,  0.010, -0.045,  0.075,  0.040,  0.092, 
   20.,    4.0,   0.73,  -0.11,  0.075,   0.15,  -0.20,  -0.21,  -0.16, 
   7.0,    0.0,   0.65,  -0.23,  -0.14,  0.027,  -0.42,  -0.46,  -0.18, 
   11.,    0.0,   0.30, -0.0025,   0.21,  0.064, -0.071,  -0.11,  0.058, 
   67.,    3.0,   0.27, -0.058, -0.051, -0.047,  0.066,  0.030, -0.041, 
   27.,    1.0,   0.22, -0.015, -0.072,  0.017,  0.054,  0.019, -0.0036, 
   73.,    5.0,   0.30, -0.018, -0.031, -0.018,  0.019, -0.013, -0.090, 
   30.,    5.0,   0.24,  0.073,  0.050,  0.033,  0.080,  0.050,   0.11, 
   54.,    3.0,   0.35,  0.042, -0.021,  -0.20, -0.015, -0.052,  0.049, 
   19.,    1.0,   0.29,  0.033,  0.053, -0.012, -0.021, -0.064,  0.047, 
   87.,    5.0,   0.19,  0.083, -0.0040,   0.17,   0.13,  0.096,  0.084, 
   90.,    0.0,   0.20, -0.020, -0.039, -0.090,  0.035, -0.0070, -0.031, 
   79.,    3.0,   0.19, -0.026, -0.014,   0.14,   0.15,   0.11, -0.029, 
   74.,    5.0,   0.33, -0.046, -0.035, 0.0023, -0.0095, -0.041, -0.039, 
   94.,    0.0,   0.26,  -0.16, -0.011,  -0.17, -0.026, -0.068, -0.014, 
   27.,    4.0,   0.58, -0.042,  0.037, -0.032, -0.046, -0.059,  0.044, 
   98.,    2.0,   0.31, -0.049, -0.038, -0.040,  0.033, -0.0070, -0.069, 
   58.,    0.0,   0.22, -0.091, -0.088,  -0.12,  0.015, -0.027, -0.023, 
   78.,    3.0,   0.20, -0.017,  0.087,  0.048,   0.13,  0.098, -0.014, 
   40.,    1.0,   0.35, -0.019, -0.010, -0.089, -0.078,  -0.12,  -0.14, 
   19.,    5.0,   0.32, -0.0050, -0.070, -0.064, 0.0016, -0.030,  0.036, 
   31.,    0.0,   0.19, -0.014,  0.098,  0.027,  0.042,    0.0,  0.029, 
   66.,    1.0,   0.28,   0.54,  0.036,  0.064, -0.0058, -0.049,   0.37, 
   90.,    3.0,   0.21,  0.037,  0.011,  0.042,   0.13,  0.093, -0.025, 
   87.,    5.0,   0.19,  0.083, -0.0040,   0.17,   0.13,  0.096,  0.084, 
   26.,    0.0,   0.29,  -0.16,  0.019, -0.0066, -0.057, -0.098, -0.025, 
   21.,    3.0,   0.38,  0.098,   0.18,   0.13, -0.044, -0.081,  0.044, 
   48.,    5.0,   0.32, -0.042,  -0.10, -0.075, -0.0054, -0.037, -0.039, 
   12.,    3.0,   0.47,  0.044,   0.15,  0.066,  -0.13,  -0.17,  0.017, 
   0.0,    2.0,    1.0,  -0.20,  -0.39,  -0.36,  -0.66,  -0.70, -0.091, 
   43.,    0.0,   0.17, 0.0015,  0.048, -0.064,  0.058,  0.015, -0.030, 
   93.,    3.0,   0.22, -0.054, -0.064,  0.015,   0.12,  0.082, -0.036, 
   62.,    0.0,  0.074,   0.10,   0.19,  0.014,   0.16,   0.12,  0.093, 
   80.,    1.0,    0.0,    0.0,    0.0,   0.15,   0.28,   0.24,   0.23, 
   61.,    2.0,   0.29, -0.094, -0.090,  -0.16,  0.057,  0.023,  -0.10, 
   64.,    2.0,   0.40,  -0.19, -0.089, -0.090, -0.056, -0.095,  -0.19, 
   2.0,    2.0,   0.61,   0.29,  0.047,  0.052,  -0.27,  -0.30,  0.099, 
   44.,    5.0,   0.26,  0.052, 0.0020,  0.072,  0.059,  0.029,  0.048, 
   20.,    1.0,   0.14,   0.24,   0.20,   0.24,   0.13,  0.099,   0.23, 
   85.,    1.0,    0.0,   0.16,   0.23,   0.18,   0.28,   0.24,   0.21, 
   19.,    2.0,   0.39,  0.011,   0.10,  0.083, -0.050, -0.089,  0.015, 
   66.,    2.0,   0.11,  0.074,   0.17,   0.28,   0.23,   0.20,  0.085, 
   81.,    2.0,   0.28, -0.021,  -0.11, -0.083,  0.062,  0.028, -0.018, 
   83.,    2.0,    0.0,   0.15,   0.29,   0.30,   0.35,   0.31,   0.15, 
   79.,    1.0,   0.38,  -0.13, -0.088,  -0.13,  -0.10,  -0.14, -0.079, 
   86.,    0.0,    0.0,  0.095,   0.12,   0.12,   0.23,   0.19,   0.14, 
   42.,    4.0,   0.53,  0.025,   0.11,  0.040,  0.012, -0.0020, -0.00068, 
   49.,    5.0,   0.32, -0.011, -0.063, -0.019, -0.0044, -0.036, -0.021, 
   95.,    1.0,    0.0,   0.16,    0.0,  0.062,   0.28,   0.24,  0.067, 
   48.,    4.0,   0.52,  -0.11,  -0.22,  -0.11,  0.015, 0.0010, -0.044, 
   76.,    1.0,  0.094,   0.15,  0.039,   0.13,   0.18,   0.15,   0.15, 
   68.,    0.0,   0.18, -0.0055,    0.0, -0.038,  0.050, 0.0080,  0.087, 
   70.,    4.0,   0.37,   0.11,   0.11,  0.079,   0.17,   0.15,  0.084, 
   54.,    3.0,   0.35,  0.042, -0.021,  -0.20, -0.015, -0.052,  0.049, 
   2.0,    1.0,   0.81,   0.12, -0.013,  0.073,  -0.54,  -0.58, -0.094, 
   50.,    3.0,   0.23,  0.053,  0.087,  0.054,   0.11,  0.073,   0.12, 
   10.,    0.0,   0.49,  -0.19,  -0.49,  -0.27,  -0.26,  -0.30,  -0.11, 
   71.,    3.0,   0.27, -0.0055,  0.031, -0.036,  0.067,  0.031,  0.027, 
   6.0,    0.0,   0.48,   0.17,  0.036,   0.12,  -0.26,  -0.29, -0.0034, 
   82.,    1.0,   0.19, -0.029,  -0.19, -0.084,  0.087,  0.052,  -0.12, 
   97.,    4.0,   0.50, -0.079,  0.047,  0.060,  0.035,  0.021,  0.036, 
   22.,    3.0,   0.42,  0.019,   0.10, -0.082, -0.089,  -0.12,   0.12, 
   83.,    0.0,   0.42,  -0.25,  -0.24,  -0.24,  -0.19,  -0.23,  -0.15, 
   74.,    4.0,   0.44, -0.025,   0.22,  0.035,   0.10,  0.087,  0.058, 
   68.,    2.0,   0.16,  0.060,   0.12,  0.098,   0.19,   0.15,  0.034, 
   80.,    1.0,    0.0,    0.0,    0.0,   0.15,   0.28,   0.24,   0.23, 
   74.,    5.0,   0.33, -0.046, -0.035, 0.0023, -0.0095, -0.041, -0.039, 
   71.,    2.0,   0.30, -0.0055,  0.046, -0.021,  0.044,  0.010, -0.014, 
   77.,    5.0,   0.22,  0.072, -0.018, -0.024,  0.095,  0.064,  0.067, 
   21.,    0.0,   0.15,   0.15,   0.18,   0.17,  0.084,  0.041,   0.14, 
   60.,    3.0,   0.26, -0.072, -0.093, -0.011,  0.079,  0.043, -0.070, 
   78.,    2.0,   0.18,   0.11, -0.042,  0.017,   0.16,   0.13,  0.046, 
   39.,    3.0,   0.32, -0.0050, -0.053,  0.016,  0.016, -0.021, -0.050, 
   45.,    2.0,   0.30,  0.085,  -0.11,  -0.11,  0.040, 0.0060,  0.072, 
   19.,    5.0,   0.32, -0.0050, -0.070, -0.064, 0.0016, -0.030,  0.036, 
   26.,    1.0,   0.32,  -0.15,  0.043,  0.072, -0.045, -0.088,  0.023, 
   81.,    0.0,   0.17,  0.013,   0.16,  0.075,  0.067,  0.024,  0.033, 
   37.,    5.0,   0.26,  0.025, -0.070,  0.080,  0.058,  0.028,  0.023, 
   97.,    5.0,   0.21,  0.048,  0.083,  0.060,   0.11,  0.079,  0.047, 
   84.,    2.0,   0.22,  0.041,   0.16,   0.13,   0.12,  0.089,  0.018, 
   94.,    1.0,   0.29,  -0.13,  0.088, 0.0097, -0.014, -0.057,  0.025, 
   46.,    5.0,   0.37, -0.081,  -0.12,  -0.12, -0.054, -0.085, -0.048, 
   83.,    2.0,    0.0,   0.15,   0.29,   0.30,   0.35,   0.31,   0.15, 
   37.,    0.0,   0.19, -0.014,   0.15,  0.056,  0.042,    0.0,  0.078, 
   46.,    3.0,   0.22,  0.082,  0.051,   0.10,   0.11,  0.077,  0.026, 
   25.,    4.0,   0.61, -0.061, -0.068, -0.093, -0.076, -0.089, -0.075, 
   63.,    2.0,   0.38,  -0.12, -0.074, -0.045, -0.041, -0.080,  -0.11, 
   86.,    5.0,   0.19,  0.072, 0.0040,   0.15,   0.13,   0.10,  0.087, 
   15.,    1.0,   0.34,  0.074,   0.16,   0.11, -0.064,  -0.11,  0.039, 
   79.,    2.0,   0.15,   0.15, -0.013,  0.067,   0.19,   0.16,  0.065, 
   49.,    1.0,   0.19,   0.14,  0.058,  0.046,  0.084,  0.049,   0.13, 
   6.0,    0.0,   0.48,   0.17,  0.036,   0.12,  -0.26,  -0.29, -0.0034, 
   69.,    2.0,   0.27, -0.0085, -0.039, -0.040,  0.074,  0.040, -0.051, 
   72.,    0.0,   0.13,  0.047,  -0.13, -0.054,   0.10,  0.061,  0.037, 
   35.,    0.0,  0.091,  0.085,  0.075,   0.11,   0.14,  0.099,   0.20, 
   96.,    1.0,    0.0,   0.34,   0.16,   0.20,   0.28,   0.24,  0.067, 
   31.,    5.0,   0.26,  0.076, -0.0010,  0.026,  0.056,  0.026,   0.11, 
   37.,    1.0,   0.33,  -0.15,  -0.13,  -0.15, -0.052, -0.095, -0.079, 
   82.,    2.0,   0.23,  0.030,  0.039,   0.16,   0.11,  0.079, -0.0081, 
   15.,    4.0,   0.67, -0.045,  0.033, -0.012,  -0.13,  -0.15, -0.049, 
   29.,    2.0,   0.47,  -0.11,  -0.20,  -0.20,  -0.13,  -0.17,  -0.12, 
   76.,    5.0,   0.33, -0.059, -0.0070, -0.072, -0.017, -0.048, -0.078, 
   41.,    4.0,   0.48, -0.052,  -0.15,  -0.71,  0.053,  0.039, -0.044, 
   92.,    1.0,    0.0,   0.20,   0.35,   0.21,   0.28,   0.24,  0.067, 
   65.,    0.0,   0.22, -0.047,   0.11,  0.035, 0.0090, -0.033,  0.017, 
